Start Time,Period (min),NE Name,Cell,L.RA.TA.UE.Index0 (None),L.RA.GrpA.Att (None),L.RA.GrpA.Resp (None),L.RA.GrpA.ContResolution (None),L.RA.GrpB.Att (None),L.RA.GrpB.Resp (None),L.RA.GrpB.ContResolution (None),L.RRC.ConnReq.Msg (None),L.RRC.ConnReq.Att (None),L.RRC.ConnReq.Att.Emc (None),L.RRC.ConnReq.Att.HighPri (None),L.RRC.ConnReq.Att.Mt (None),L.RRC.ConnReq.Att.MoSig (None),L.RRC.ConnReq.Att.MoData (None),L.RRC.ConnSetup (None),L.RRC.ConnReq.Succ (None),L.RRC.ConnReq.Succ.Emc (None),L.RRC.ConnReq.Succ.HighPri (None),L.RRC.ConnReq.Succ.Mt (None),L.RRC.ConnReq.Succ.MoSig (None),L.RRC.ConnReq.Succ.MoData (None),L.RRC.ConnReq.Att.DelayTol (None),L.RRC.ConnReq.Succ.DelayTol (None),L.RRC.ConnSetup.TimeAvg (ms),L.RRC.ConnReq.Msg.disc.FlowCtrl (None),L.RRC.ConnReq.Msg.disc.Illegal (None),L.RRC.SetupFail.NoReply (None),L.RRC.SetupFail.Rej (None),L.RRC.SetupFail.Rej.FlowCtrl (None),L.RRC.SetupFail.Rej.ForbidAc (None),L.RRC.SetupFail.Rej.MMEOverload (None),L.RRC.SetupFail.Rej.Other (None),L.RRC.SetupFail.ResFail (None),L.RRC.SetupFail.ResFail.CellBarred (None),L.RRC.SetupFail.ResFail.Other (None),L.RRC.SetupFail.ResFail.PUCCH (None),L.RRC.SetupFail.ResFail.SRS (None),L.RRC.SetupFail.ResFail.UserSpec (None),L.RRC.ConnReq.Max (None),L.S1Sig.ConnEst.Att (None),L.S1Sig.ConnEst.Succ (None),L.E-RAB.InitAttEst (None),L.E-RAB.InitSuccEst (None),L.E-RAB.SuccEst (None),L.E-RAB.AttEst (None),L.E-RAB.FailEst.MME (None),L.E-RAB.FailEst.TNL (None),L.E-RAB.FailEst.RNL (None),L.E-RAB.FailEst.X2AP (None),L.E-RAB.FailEst.Other (None),L.E-RAB.AbnormRel (None),L.E-RAB.NormRel (None),L.E-RAB.AbnormRel.Radio (None),L.E-RAB.AbnormRel.TNL (None),L.E-RAB.AbnormRel.Cong (None),L.E-RAB.AbnormRel.HOFailure (None),L.E-RAB.AbnormRel.MME (None),L.RA.TA.UE.Index1 (None),L.RA.TA.UE.Index10 (None),L.RA.TA.UE.Index11 (None),L.RA.TA.UE.Index2 (None),L.RA.TA.UE.Index3 (None),L.RA.TA.UE.Index4 (None),L.RA.TA.UE.Index5 (None),L.RA.TA.UE.Index6 (None),L.RA.TA.UE.Index7 (None),L.RA.TA.UE.Index8 (None),L.RA.TA.UE.Index9 (None),L.ChMeas.CQI.DL.0 (None),L.ChMeas.CQI.DL.1 (None),L.ChMeas.CQI.DL.10 (None),L.ChMeas.CQI.DL.11 (None),L.ChMeas.CQI.DL.12 (None),L.ChMeas.CQI.DL.13 (None),L.ChMeas.CQI.DL.14 (None),L.ChMeas.CQI.DL.15 (None),L.ChMeas.CQI.DL.2 (None),L.ChMeas.CQI.DL.3 (None),L.ChMeas.CQI.DL.4 (None),L.ChMeas.CQI.DL.5 (None),L.ChMeas.CQI.DL.6 (None),L.ChMeas.CQI.DL.7 (None),L.ChMeas.CQI.DL.8 (None),L.ChMeas.CQI.DL.9 (None),L.UL.Interference.Avg (dBm),L.UL.Interference.Max (dBm),L.UL.Interference.Min (dBm),L.Cell.Avail.Dur (s),L.Cell.Unavail.Dur.Sys (s),L.Cell.Unavail.Dur.Manual (s),L.Cell.Unavail.Dur.EnergySaving (s),L.Cell.Unavail.Dur.Sys.S1Fail (s),L.Traffic.User.Avg (None),L.Traffic.User.Max (None)
7/17/2021 4:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",1,13087,13085,4942,470,470,111,4906,4905,0,0,2079,1155,1671,4905,4897,0,0,2079,1147,1671,0,0,47,0,NIL,8,0,0,0,0,0,0,0,0,0,0,0,7,4897,4890,6154,6144,6627,6637,10,0,0,0,0,5,8223,5,0,0,0,0,4,0,0,121,50,261,382,4614,646,0,0,9393,13966,257349,173563,148446,103658,89361,264963,10540,29988,49578,75371,111691,157651,334769,372627,-120,-100,-122,3600,0,0,0,0,28.157,48
7/17/2021 5:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",1,21404,21404,5327,761,761,102,5204,5201,0,0,2005,1352,1844,5201,5190,0,0,2004,1342,1844,0,0,68,0,NIL,11,0,0,0,0,0,0,0,0,0,0,0,9,5190,5189,6310,6280,6823,6857,31,0,3,0,0,24,9215,22,0,0,2,0,5,0,0,121,123,218,446,5409,728,0,0,13043,7223,295668,282151,201991,150428,116926,309580,10283,29245,60950,105175,132608,179974,355298,291497,-120,-105,-122,3600,0,0,0,0,36.056,71
7/17/2021 6:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",4,21995,21995,6897,1363,1363,550,6588,6579,0,0,2253,1918,2408,6579,6560,0,0,2250,1907,2403,0,0,70,0,NIL,19,0,0,0,0,0,0,0,0,0,0,0,9,6560,6550,7714,7662,8420,8475,52,0,3,0,0,36,12508,34,0,0,2,1,11,0,0,132,207,397,678,7633,1252,0,0,18298,16826,323635,309166,273978,235656,137342,305669,13578,44345,80171,143813,221496,197627,286295,326927,-120,-98,-122,3600,0,0,0,0,52.185,74
7/17/2021 7:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",20,28211,28211,9707,2646,2646,1387,9248,9237,0,0,2746,3114,3377,9237,9219,0,0,2744,3102,3373,0,0,92,0,NIL,18,0,0,0,0,0,0,0,0,0,0,0,11,9220,9214,9854,9754,11227,11331,101,0,3,0,0,76,16018,76,0,0,0,1,14,0,0,177,201,387,1113,10906,2225,0,0,36047,27881,384977,379725,338093,253845,151092,236018,25726,76394,115527,210069,296588,346571,440126,501813,-120,-100,-122,3600,0,0,0,0,69.224,103
7/17/2021 8:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",17,34768,34766,12032,1412,1412,79,11391,11374,0,0,3423,3945,4006,11374,11345,0,0,3420,3923,4002,0,0,119,0,NIL,29,0,0,0,0,0,0,0,0,0,0,0,11,11346,11337,12008,11803,13689,13898,204,0,5,0,0,115,19414,113,0,0,2,1,26,0,0,181,246,590,1333,12004,2701,0,0,40276,44990,495886,412237,352407,241489,150993,184302,37872,116381,191498,379881,525744,536805,635859,659034,-119,-96,-122,3600,0,0,0,0,94.962,149
7/17/2021 9:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",7,36981,36980,13358,1655,1655,121,12488,12466,0,0,3791,4334,4341,12466,12424,0,0,3788,4304,4332,0,0,195,0,NIL,42,0,0,0,0,0,0,0,0,0,0,0,14,12423,12401,13141,12309,14367,15200,826,0,7,0,0,95,21080,93,0,0,2,1,17,0,0,116,314,772,1178,14096,3190,0,0,52005,42564,544642,472706,419691,305565,192272,252280,39479,110666,210365,405491,544104,569901,626065,605277,-119,-96,-122,3600,0,0,0,0,126.054,170
7/17/2021 10:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",6,51204,51204,15475,6671,6671,1359,14516,14460,0,0,3837,4606,6017,14460,14214,0,0,3820,4420,5974,0,0,495,0,NIL,246,0,0,0,0,0,0,0,0,0,0,0,13,14214,14197,15754,12219,14087,17624,3512,0,25,0,0,189,22661,188,0,0,1,1,16,0,0,319,440,954,1350,17408,3910,0,0,43953,48480,599630,557181,538792,399207,277885,352483,59342,160852,293322,504522,666444,720090,775199,696626,-118,-93,-122,3600,0,0,0,0,170.371,220
7/17/2021 11:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",26,51493,51492,16153,6965,6965,1845,14891,14861,0,0,3887,4930,6044,14861,14697,0,0,3885,4790,6022,0,0,438,0,NIL,164,0,0,0,0,0,0,0,0,0,0,0,12,14697,14673,15816,12100,14023,17739,3713,0,3,0,0,163,22441,163,0,0,0,4,57,0,0,537,422,796,1147,18209,4028,0,0,49480,44684,629558,571946,507229,413404,273430,357762,52182,165542,271372,458995,562509,694740,810420,713308,-118,-99,-122,3600,0,0,0,0,168.001,214
7/17/2021 12:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",9,51788,51788,14396,6930,6930,1190,13298,13268,0,0,3604,4740,4924,13268,13192,0,0,3601,4672,4919,0,0,340,0,NIL,76,0,0,0,0,0,0,0,0,0,0,0,15,13195,13169,13763,11542,13646,15868,2219,0,3,0,0,121,20957,120,0,0,0,3,20,0,0,287,339,701,1302,16145,3392,0,0,38746,39513,604373,535125,499876,350338,225385,254886,46497,136261,252748,438634,556124,659957,681392,661109,-119,-94,-122,3600,0,0,0,0,155.75,195
7/17/2021 13:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",15,49093,49093,15458,5159,5159,915,14359,14333,0,0,3727,4939,5667,14333,14188,0,0,3712,4834,5642,0,0,421,0,NIL,145,0,0,0,0,0,0,0,0,0,0,0,13,14187,14164,15299,12189,14294,17407,3108,0,5,0,0,128,22154,128,0,0,0,4,29,0,0,346,300,758,1289,17170,3464,0,0,43809,48108,579650,599652,563144,409433,247602,346628,54914,164894,281988,472691,592032,672430,733476,597412,-118,-91,-122,3600,0,0,0,0,168.465,219
7/17/2021 14:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",6,50328,50328,15143,7837,7836,3908,14130,14095,0,0,3555,4961,5579,14095,13954,0,0,3546,4848,5560,0,0,419,0,NIL,141,0,0,0,0,0,0,0,0,0,0,0,13,13954,13926,14535,11639,13677,16576,2895,0,4,0,0,121,21069,119,0,0,0,7,31,0,0,280,384,796,1255,19919,3012,0,0,47929,51113,590690,555747,502125,288544,204857,239444,58012,149908,279612,533736,634316,660732,661165,626614,-118,-92,-122,3600,0,0,0,0,154.342,200
7/17/2021 15:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",9,59519,59518,15846,6030,6029,1663,14668,14620,0,0,3708,4997,5915,14620,14414,0,0,3697,4832,5885,0,0,517,0,NIL,206,0,0,0,0,0,0,0,0,0,0,0,13,14414,14390,15282,11556,13589,17316,3719,0,8,0,0,217,21029,217,0,0,0,3,36,0,0,320,443,766,1477,18134,3101,0,0,52003,57288,598388,507005,473917,305419,216935,259747,61977,167833,299840,521226,625861,684557,742891,671192,-118,-96,-122,3600,0,0,0,0,159.356,202
7/17/2021 16:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",17,60269,60267,17146,5036,5036,698,16000,15942,0,0,3907,5216,6819,15942,15663,0,0,3902,4981,6780,0,0,634,0,NIL,279,0,0,0,0,0,0,0,0,0,0,0,14,15664,15633,17186,12050,14114,19254,5119,0,21,0,0,241,21955,241,0,0,0,1,51,0,0,401,496,903,1392,18300,3099,0,0,51440,56601,697433,608166,506993,331976,260906,331608,74371,204138,352960,585069,703816,791993,851274,737834,-118,-93,-122,3600,0,0,0,0,180.161,226
7/17/2021 17:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",27,64395,64395,17618,6942,6942,1235,16586,16522,0,0,3903,5657,6962,16522,16191,0,0,3896,5373,6922,0,0,767,0,NIL,331,0,0,0,0,0,0,0,0,0,0,0,14,16191,16165,17621,11936,13968,19655,5669,0,18,0,0,282,21982,282,0,0,0,3,57,0,0,451,412,946,1505,19117,3255,0,0,48520,58523,652797,594584,538598,365273,290288,349800,77026,203000,347374,613992,739241,842973,890920,761518,-118,-92,-122,3600,0,0,0,0,185.351,222
7/17/2021 18:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",10,65876,65876,18688,7546,7546,1429,17177,16982,0,0,3601,5850,7531,16982,16179,0,0,3560,5182,7437,0,0,1062,0,NIL,803,0,0,0,0,0,0,0,0,0,0,0,15,16180,16141,17917,10842,12809,19887,7007,0,71,0,0,377,20539,376,1,0,0,4,134,0,0,381,469,716,1501,20242,3420,0,0,61199,60973,683710,704577,589376,432276,301924,397757,82214,236997,379744,717563,802571,909282,948438,757149,-118,-91,-122,3600,0,0,0,0,195.983,240
7/17/2021 19:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",10,53932,53932,16502,5578,5578,951,15455,15362,0,0,3394,5062,6906,15362,15024,0,0,3385,4784,6855,0,0,758,0,NIL,338,0,0,0,0,0,0,0,0,0,0,0,15,15025,14992,16429,10688,12685,18430,5712,0,33,0,0,248,19327,247,1,0,0,1,97,0,0,290,342,683,780,18428,2781,0,0,54521,54978,638687,590820,511296,362412,268625,305107,73638,187048,340398,638512,739286,853253,872868,749632,-118,-91,-122,3600,0,0,0,0,176.447,231
7/17/2021 20:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",5,55273,55271,14655,5774,5774,1344,13659,13615,0,0,3402,4733,5480,13615,13465,0,0,3391,4614,5460,0,0,552,0,NIL,150,0,0,0,0,0,0,0,0,0,0,0,12,13466,13446,14522,10185,12098,16435,4330,0,7,0,0,172,17806,172,0,0,0,7,36,0,0,308,267,620,649,16504,2851,0,0,41766,41176,682514,562780,436071,322128,213776,196693,56586,163546,320194,558831,674564,756486,783349,813841,-118,-94,-122,3600,0,0,0,0,163.839,213
7/17/2021 21:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",26,50576,50576,12625,6146,6146,1686,11492,11458,0,0,3313,4111,4034,11458,11391,0,0,3309,4063,4019,0,0,312,0,NIL,67,0,0,0,0,0,0,0,0,0,0,0,11,11391,11372,12000,9691,11522,13834,2311,0,1,0,0,167,15857,167,0,0,0,10,40,0,0,245,358,456,716,14420,2436,0,0,34039,35976,535875,440721,345508,232077,126336,136060,57800,194941,338643,508804,575554,607079,681081,629219,-119,-97,-122,3600,0,0,0,0,125.472,179
7/17/2021 22:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",23,41653,41648,11479,5217,5217,1062,10484,10465,0,0,3361,3657,3446,10465,10409,0,0,3359,3611,3439,0,0,219,0,NIL,56,0,0,0,0,0,0,0,0,0,0,0,11,10410,10397,11267,10210,11888,12948,1055,0,5,0,0,164,15561,164,0,0,0,11,50,0,0,334,432,466,750,12335,1993,0,0,34187,39224,503816,487911,360770,236155,163591,165220,56152,172342,275078,442952,539048,600460,624445,488483,-119,-95,-122,3600,0,0,0,0,111.248,147
7/17/2021 23:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",24,34171,34171,10289,2773,2773,744,9140,9129,0,0,3193,2946,2990,9129,9096,0,0,3191,2924,2981,0,0,131,0,NIL,33,0,0,0,0,0,0,0,0,0,0,0,11,9099,9092,10074,9770,11225,11532,304,0,3,0,0,103,14897,103,0,0,0,4,66,0,0,379,412,482,772,9986,2416,0,0,34217,29566,558942,437170,328028,206717,134897,153260,40679,131751,225826,389563,496828,487855,537666,579877,-119,-97,-122,3600,0,0,0,0,83.08,123
7/18/2021 0:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",15,27955,27955,9099,1365,1365,316,8519,8506,0,0,3104,2440,2962,8506,8484,0,0,3101,2422,2961,0,0,87,0,NIL,22,0,0,0,0,0,0,0,0,0,0,0,23,8484,8466,9922,9553,10731,11114,83,293,7,0,0,51,14148,38,11,0,2,1,65,0,0,368,269,482,810,8786,1475,0,0,36713,20745,456285,372762,326710,226387,127049,182089,26417,81872,161770,267744,296674,320522,359646,363740,-120,-95,-122,3600,0,0,0,0,61.731,92
7/18/2021 1:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",2,29034,29034,7408,1052,1052,222,6689,6686,0,0,2640,1789,2257,6686,6660,0,0,2634,1769,2257,0,0,79,0,NIL,26,0,0,0,0,0,0,0,0,0,0,0,9,6661,6654,8099,8032,8880,8949,52,13,4,0,0,23,11211,20,1,0,2,0,71,0,0,268,283,900,715,6198,1033,0,0,23101,12551,308166,265811,233452,119900,91605,218096,18418,60180,109155,145597,218872,236208,310087,280429,-120,-102,-122,3600,0,0,0,0,44.86,69
7/18/2021 2:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",6,26299,26299,6522,1799,1799,487,6161,6154,0,0,2557,1584,2013,6154,6145,0,0,2557,1576,2012,0,0,72,0,NIL,9,0,0,0,0,0,0,0,0,0,0,0,8,6147,6140,7503,7478,8175,8201,26,0,0,0,0,18,9780,18,0,0,0,0,32,0,0,332,265,298,605,5677,1025,0,0,26999,13565,349540,309419,328205,150451,107345,175143,17723,72236,120352,146474,225747,215451,252535,275163,-120,-103,-122,3600,0,0,0,0,39.052,61
7/18/2021 3:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",1,34274,34273,5918,1030,1030,32,5728,5715,0,0,2335,1423,1957,5715,5689,0,0,2335,1399,1955,0,0,60,0,NIL,26,0,0,0,0,0,0,0,0,0,0,0,9,5689,5684,6970,6948,7538,7565,23,0,4,0,0,23,8835,23,0,0,0,1,101,0,0,247,228,360,624,4512,868,0,0,16777,9536,270566,284864,329210,128639,106724,166118,11937,53215,101501,123780,221559,215954,262566,234836,-120,-102,-122,3600,0,0,0,0,30.58,47
7/18/2021 4:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",8,23889,23887,5841,686,685,83,5592,5588,0,0,2526,1239,1823,5588,5575,0,0,2524,1229,1822,0,0,61,0,NIL,13,0,0,0,0,0,0,0,0,0,0,0,10,5575,5570,7198,7169,7648,7677,29,0,0,0,0,12,8666,12,0,0,0,1,60,0,0,252,236,350,744,4178,867,0,0,16063,11362,202462,215083,423787,216633,127613,250619,11022,40587,102785,117161,145544,159069,207312,195364,-120,-101,-122,3600,0,0,0,0,28.244,43
7/18/2021 5:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",12,20124,20124,5813,567,567,82,5760,5753,0,0,2676,1214,1863,5753,5745,0,0,2676,1208,1861,0,0,53,0,NIL,8,0,0,0,0,0,0,0,0,0,0,0,8,5745,5741,7556,7539,8016,8033,17,0,0,0,0,15,9209,15,0,0,0,1,68,0,0,274,213,241,655,4518,852,0,0,21216,7145,223277,232091,367196,170079,94531,191445,10977,53362,110291,143892,186792,196272,234829,170733,-120,-95,-122,3600,0,0,0,0,31.238,48
7/18/2021 6:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",6,26213,26213,6585,1873,1873,675,6408,6406,0,0,2732,1502,2172,6406,6397,0,0,2729,1497,2171,0,0,61,0,NIL,9,0,0,0,0,0,0,0,0,0,0,0,9,6399,6395,8102,8071,8748,8779,31,0,0,0,0,15,10178,15,0,0,0,0,69,0,0,216,255,318,642,6117,922,0,0,21042,7933,223769,217168,200558,164855,76491,227436,13846,50524,119071,196265,204269,274394,255046,193803,-120,-94,-122,3600,0,0,0,0,36.5,56
7/18/2021 7:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",10,22019,22019,7696,960,960,111,7466,7458,0,0,3032,2045,2381,7458,7438,0,0,3030,2030,2378,0,0,96,0,NIL,20,0,0,0,0,0,0,0,0,0,0,0,10,7438,7428,8888,8788,9741,9844,98,0,5,0,0,38,12250,38,0,0,0,2,83,0,0,189,307,251,684,7201,1206,0,0,22026,14830,232312,254690,244055,168454,103881,201174,22597,71736,124716,227357,282811,321636,312824,265028,-119,-95,-122,3600,0,0,0,0,48.991,73
7/18/2021 8:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",16,31160,31160,10284,1634,1634,259,9859,9844,0,0,3552,3153,3139,9844,9807,0,0,3550,3122,3135,0,0,115,0,NIL,37,0,0,0,0,0,0,0,0,0,0,0,12,9808,9796,10835,10514,12156,12479,315,0,8,0,0,68,15286,68,0,0,0,2,95,0,0,246,301,312,961,9929,1701,0,0,33862,23333,334802,325494,316446,186573,126312,225293,35631,108612,174049,299672,411183,471878,449704,392333,-119,-99,-122,3600,0,0,0,0,67.853,112
7/18/2021 9:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",32,45037,45035,12817,2394,2394,512,11999,11955,0,0,3750,4190,4015,11955,11842,0,0,3741,4117,3984,0,0,267,0,NIL,113,0,0,0,0,0,0,0,0,0,0,0,13,11842,11829,12696,11254,13263,14708,1434,0,11,0,0,206,18144,206,0,0,0,9,92,0,0,317,349,353,1130,13389,2471,0,0,61855,36267,405414,382737,402588,238362,153394,248640,48491,141650,238713,415627,559600,649493,649931,532664,-119,-88,-122,3600,0,0,0,0,103.67,160
7/18/2021 10:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",61,62646,62641,17592,5033,5033,706,16652,16530,0,0,3487,5521,7522,16530,16006,0,0,3473,5075,7458,0,0,923,0,NIL,524,0,0,0,0,0,0,0,0,0,0,0,14,16006,15979,17543,10710,12652,19488,6803,0,33,0,0,278,19482,278,0,0,0,6,95,0,0,370,376,461,1452,18686,2992,0,0,65528,53925,610466,515977,430086,298346,195914,293478,81007,218196,348982,573120,752236,901811,924591,776162,-117,-84,-122,3600,0,0,0,0,158.954,203
7/18/2021 11:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",38,76282,76280,21877,9702,9701,1009,20729,19771,0,0,3122,6505,10144,19771,17250,0,0,3019,4666,9565,0,0,1672,0,NIL,2521,0,0,0,0,0,0,0,0,0,0,0,18,17252,17185,20137,9680,11366,21828,10179,0,283,0,0,711,17901,710,0,0,1,2,52,0,0,374,422,589,1745,22238,3483,0,0,54940,51841,899498,764046,725275,493542,319253,382784,75465,211431,375662,656570,828716,963425,1042946,987892,-116,-87,-122,3600,0,0,0,0,193.306,240
7/18/2021 12:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",27,74504,74502,20410,10665,10665,1705,19183,18433,0,0,3222,5801,9410,18433,16555,0,0,3143,4395,9017,0,0,1503,0,NIL,1878,0,0,0,0,0,0,0,0,0,0,0,16,16557,16520,19358,9496,11034,20908,9623,0,251,0,0,536,16408,536,0,0,0,2,65,0,0,372,554,736,1985,20129,3407,0,0,59800,48729,879178,774043,666831,410693,287188,302819,79174,217725,381480,646689,770916,904181,1041593,953612,-116,-92,-122,3600,0,0,0,0,177.075,249
7/18/2021 13:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",30,54205,54205,16761,6788,6788,1767,15698,15625,0,0,3727,5225,6673,15625,15348,0,0,3714,5005,6629,0,0,690,0,NIL,277,0,0,0,0,0,0,0,0,0,0,0,14,15349,15323,16265,11077,13018,18212,5175,0,19,0,0,192,18773,192,0,0,0,8,117,0,0,196,341,651,1766,17692,3351,0,0,49201,42424,647175,630009,517796,311318,182086,201128,58539,166918,292890,534895,706396,805307,806026,676997,-118,-90,-122,3600,0,0,0,0,160.147,207
7/18/2021 14:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",33,62025,62024,19580,8888,8888,1727,18174,17952,0,0,3603,5969,8380,17952,17084,0,0,3575,5255,8254,0,0,1150,0,NIL,868,0,0,0,0,0,0,0,0,0,0,0,18,17084,17044,18847,10603,12500,20748,8178,0,70,0,0,395,19151,395,0,0,0,4,82,0,0,461,431,801,2111,19978,3437,0,0,63323,57162,698972,642684,524510,331629,259479,290888,82799,234546,416102,686748,856650,963381,904281,752691,-117,-91,-122,3600,0,0,0,0,176.971,224
